f_streams_id,dim_customer_id,dim_song_id,dim_date_id,dim_device_id,seconds_played,is_complete,play_mode
1359,151,86,20220329,5,39,0,Shuffle
1360,152,47,20201014,3,66,0,Album
1361,152,77,20201207,5,131,0,Shuffle
1362,152,3,20200823,5,86,0,Search
1363,152,55,20201216,2,121,0,Search
1364,152,73,20201117,1,59,0,Playlist
1365,152,43,20210214,5,249,1,Search
1366,152,64,20210203,2,254,1,Shuffle
1367,152,60,20211217,5,257,1,Search
1368,152,66,20221210,3,143,0,Shuffle
1369,153,28,20201206,4,175,0,Album
1370,153,36,20201016,3,279,1,Search
1371,153,87,20201122,5,233,1,Playlist
1372,153,89,20200819,3,46,0,Album
1373,153,15,20201107,3,32,0,Playlist
1374,153,94,20210606,1,60,0,Album
1375,153,85,20211215,1,236,1,Playlist
1376,153,14,20210919,5,127,0,Search
1377,153,53,20220823,5,124,0,Search
1378,154,6,20201209,3,287,1,Search
1379,154,13,20200426,1,172,0,Shuffle
1380,154,24,20200626,1,252,1,Search
1381,154,47,20200318,2,187,1,Shuffle
1382,154,69,20200610,5,217,1,Search
1383,154,5,20210624,1,30,0,Search
1384,154,83,20210309,1,177,0,Search
1385,154,87,20211230,5,110,0,Playlist
1386,154,7,20221117,3,95,0,Shuffle
1387,155,18,20201219,3,94,0,Playlist
1388,155,49,20201230,2,138,0,Search
1389,155,48,20201219,4,216,1,Album
1390,155,89,20201225,1,40,0,Search
1391,155,73,20201230,1,229,1,Shuffle
1392,155,49,20210508,3,81,0,Shuffle
1393,155,26,20211226,1,109,0,Playlist
1394,155,46,20210129,3,111,0,Search
1395,155,69,20220823,5,35,0,Album
1396,156,73,20201109,4,253,1,Shuffle
1397,156,47,20201225,4,54,0,Playlist
1398,156,63,20201217,3,98,0,Shuffle
1399,156,2,20201027,1,108,0,Search
1400,156,18,20201117,5,228,1,Album
1401,156,26,20210217,2,197,1,Search
1402,156,66,20210729,5,67,0,Album
1403,156,80,20210218,3,132,0,Playlist
1404,156,69,20221030,3,285,1,Shuffle
1405,157,8,20200602,3,170,0,Search
1406,157,19,20200625,1,254,1,Playlist
1407,157,72,20200817,3,293,1,Search
1408,157,38,20200624,5,154,0,Search
1409,157,71,20201213,3,83,0,Shuffle
1410,157,63,20211002,4,223,1,Playlist
1411,157,34,20211218,2,92,0,Playlist
1412,157,92,20211212,1,288,1,Playlist
1413,157,54,20221101,1,58,0,Shuffle
1414,158,64,20200910,2,82,0,Shuffle
1415,158,67,20201124,4,268,1,Search
1416,158,78,20201128,2,229,1,Search
1417,158,55,20200908,1,132,0,Search
1418,158,4,20201210,4,232,1,Search
1419,158,46,20210724,5,284,1,Album
1420,158,54,20210617,2,111,0,Playlist
1421,158,99,20210401,1,67,0,Playlist
1422,158,51,20220114,3,164,0,Playlist
1423,159,19,20201209,4,166,0,Album
1424,159,63,20201129,3,102,0,Album
1425,159,63,20201120,5,66,0,Album
1426,159,26,20201207,1,51,0,Album
1427,159,100,20201210,3,33,0,Album
1428,159,31,20211224,4,247,1,Playlist
1429,159,14,20211007,1,276,1,Playlist
1430,159,62,20210807,5,213,1,Album
1431,159,71,20221120,2,213,1,Shuffle
1432,160,56,20200414,2,132,0,Shuffle
1433,160,51,20200816,2,69,0,Shuffle
1434,160,31,20200929,5,194,1,Search
1435,160,11,20200721,5,211,1,Album
1436,160,44,20200722,3,158,0,Search
1437,160,84,20210305,3,112,0,Search
1438,160,16,20211024,4,185,1,Shuffle
1439,160,79,20211117,4,242,1,Playlist
1440,160,4,20220323,3,225,1,Playlist
1441,161,82,20201022,1,101,0,Search
1442,161,12,20200904,5,218,1,Album
1443,161,6,20201025,3,300,1,Shuffle
1444,161,26,20201217,1,281,1,Shuffle
1445,161,10,20200828,2,273,1,Shuffle
1446,161,4,20210903,2,90,0,Playlist
1447,161,65,20210813,4,151,0,Album
1448,161,71,20211207,3,267,1,Search
1449,161,62,20220301,1,88,0,Playlist
1450,162,13,20200428,4,124,0,Shuffle
1451,162,7,20201118,4,249,1,Shuffle
1452,162,78,20201209,2,136,0,Shuffle
1453,162,53,20201217,5,186,1,Playlist
1454,162,23,20201219,2,233,1,Album
1455,162,71,20210305,2,132,0,Playlist
1456,162,20,20210921,1,134,0,Search
1457,162,24,20210525,2,104,0,Search
1458,162,44,20220712,5,137,0,Search
1459,163,33,20201116,4,249,1,Album
1460,163,1,20201110,1,187,1,Search
1461,163,61,20200713,5,290,1,Shuffle
1462,163,22,20200919,5,269,1,Shuffle
1463,163,74,20200908,1,294,1,Search
1464,163,28,20210625,4,293,1,Shuffle
1465,163,48,20211220,1,279,1,Search
1466,163,98,20210503,5,251,1,Album
1467,163,87,20220623,1,33,0,Shuffle
1468,164,62,20201111,4,210,1,Playlist
1469,164,6,20201205,5,89,0,Search
1470,164,13,20201216,5,44,0,Playlist
1471,164,33,20201116,2,231,1,Shuffle
1472,164,77,20201005,2,114,0,Album
1473,164,31,20210404,3,33,0,Search
1474,164,80,20210718,2,187,1,Shuffle
1475,164,64,20211212,3,66,0,Search
1476,164,96,20220318,5,288,1,Album
1477,165,83,20201217,3,117,0,Album
1478,165,29,20201215,4,42,0,Playlist
1479,165,35,20201226,4,225,1,Shuffle
1480,165,41,20201218,1,67,0,Album
1481,165,74,20201220,5,216,1,Album
1482,165,17,20210313,2,149,0,Album
1483,165,36,20210828,5,236,1,Playlist
1484,165,58,20211130,3,157,0,Shuffle
1485,165,7,20220824,2,202,1,Search
1486,166,23,20201124,1,217,1,Search
1487,166,91,20201212,1,238,1,Playlist
1488,166,68,20201230,2,77,0,Album
1489,166,86,20201120,3,238,1,Search
1490,166,8,20201111,1,75,0,Search
1491,166,55,20210930,4,100,0,Playlist
1492,166,16,20211215,5,201,1,Search
1493,166,99,20210621,3,137,0,Search
1494,166,8,20220505,4,67,0,Shuffle
1495,167,52,20201201,2,289,1,Playlist
1496,167,58,20201125,1,224,1,Album
1497,167,71,20201223,4,98,0,Shuffle
1498,167,7,20201204,2,155,0,Shuffle
1499,167,3,20201208,1,253,1,Search
1500,167,75,20210324,1,48,0,Playlist
1501,167,54,20210329,3,220,1,Playlist
1502,167,86,20210812,1,40,0,Shuffle
1503,167,24,20220104,3,50,0,Playlist
1504,168,84,20200922,4,150,0,Shuffle
1505,168,71,20201015,5,90,0,Album
1506,168,12,20201018,4,236,1,Search
1507,168,18,20201027,2,213,1,Search
1508,168,31,20201227,4,147,0,Album
1509,168,4,20210109,2,234,1,Album
1510,168,99,20210703,5,282,1,Search
1511,168,36,20211008,3,206,1,Shuffle
1512,168,8,20220211,3,180,1,Search
1513,169,44,20200822,3,118,0,Search
1514,169,36,20200823,1,93,0,Search
1515,169,50,20201228,2,123,0,Search
1516,169,35,20201010,4,61,0,Playlist
1517,169,78,20200825,4,191,1,Album
1518,169,43,20210608,3,246,1,Playlist
1519,169,4,20210526,2,192,1,Search
1520,169,62,20210914,1,66,0,Album
1521,169,27,20220725,4,70,0,Playlist
1522,170,70,20200131,3,280,1,Shuffle
1523,170,50,20200729,4,147,0,Shuffle
1524,170,58,20200124,3,187,1,Album
1525,170,15,20201022,5,149,0,Shuffle
1526,170,100,20200229,4,124,0,Search
1527,170,77,20210901,4,139,0,Album
1528,170,64,20211126,3,189,1,Shuffle
1529,170,100,20210522,2,60,0,Search
1530,170,82,20220207,1,68,0,Playlist
1531,171,6,20201215,4,67,0,Search
1532,171,57,20201211,4,96,0,Playlist
1533,171,20,20201221,4,31,0,Playlist
1534,171,7,20201209,2,240,1,Playlist
1535,171,62,20201230,1,60,0,Search
1536,171,24,20210110,1,153,0,Album
1537,171,73,20211029,4,146,0,Album
1538,171,19,20210831,4,140,0,Playlist
1539,171,41,20220106,3,54,0,Shuffle
1540,172,90,20201019,4,113,0,Playlist
1541,172,97,20201226,4,72,0,Search
1542,172,46,20201214,5,276,1,Playlist
1543,172,98,20200920,4,219,1,Playlist
1544,172,87,20201222,4,70,0,Search
1545,172,31,20210211,4,249,1,Search
1546,172,2,20210106,1,104,0,Search
1547,172,41,20210123,2,260,1,Shuffle
1548,172,67,20221116,4,101,0,Album
1549,173,83,20201029,4,194,1,Playlist
1550,173,99,20201010,4,294,1,Shuffle
1551,173,87,20200920,3,235,1,Shuffle
1552,173,17,20201128,1,218,1,Playlist
1553,173,85,20201010,2,60,0,Shuffle
1554,173,30,20210524,5,250,1,Shuffle
1555,173,73,20210505,4,104,0,Album
1556,173,80,20210815,4,40,0,Album
1557,173,53,20221207,1,177,0,Search
1558,174,31,20200820,4,99,0,Search
1559,174,85,20200824,2,96,0,Shuffle
1560,174,91,20200928,1,271,1,Shuffle
1561,174,6,20201030,3,137,0,Album
1562,174,28,20201114,5,192,1,Playlist
1563,174,15,20210227,5,108,0,Playlist
1564,174,41,20211002,4,298,1,Shuffle
1565,174,85,20211225,1,128,0,Search
1566,174,1,20220525,3,278,1,Shuffle
1567,175,77,20200131,3,253,1,Shuffle
1568,175,99,20200321,2,231,1,Playlist
1569,175,100,20200213,2,146,0,Shuffle
1570,175,29,20200920,4,292,1,Shuffle
1571,175,39,20201015,1,273,1,Playlist
1572,175,80,20210401,5,85,0,Album
1573,175,23,20211022,5,199,1,Shuffle
1574,175,73,20210614,4,138,0,Album
1575,175,62,20220524,1,159,0,Album
1576,176,9,20201101,2,155,0,Search
1577,176,13,20201223,2,109,0,Search
1578,176,39,20201206,3,172,0,Search
1579,176,21,20201030,3,52,0,Album
1580,176,83,20200804,3,248,1,Search
1581,176,7,20210817,5,298,1,Playlist
1582,176,45,20210130,3,85,0,Playlist
1583,176,60,20210213,5,280,1,Search
1584,176,67,20220406,2,192,1,Shuffle
1585,177,30,20200416,1,154,0,Search
1586,177,52,20200820,1,107,0,Playlist
1587,177,81,20201230,5,282,1,Playlist
1588,177,31,20200725,4,212,1,Shuffle
1589,177,91,20201013,5,85,0,Shuffle
1590,177,13,20211128,5,200,1,Playlist
1591,177,76,20210501,3,51,0,Playlist
1592,177,37,20210420,1,49,0,Search
1593,177,63,20220103,4,240,1,Shuffle
1594,178,10,20201117,1,77,0,Search
1595,178,21,20200311,2,76,0,Search
1596,178,2,20201130,1,119,0,Search
1597,178,10,20200707,1,91,0,Search
1598,178,57,20200129,2,286,1,Shuffle
1599,178,68,20210412,3,137,0,Search
1600,178,63,20211207,2,159,0,Search
1601,178,52,20211121,1,232,1,Album
1602,178,55,20220904,1,231,1,Playlist
1603,179,31,20201002,2,263,1,Playlist
1604,179,43,20201202,1,265,1,Playlist
1605,179,34,20201117,5,218,1,Search
1606,179,99,20200904,2,217,1,Playlist
1607,179,55,20200621,5,105,0,Album
1608,179,52,20210322,1,99,0,Search
1609,179,11,20210730,1,250,1,Album
1610,179,54,20210220,4,45,0,Album
1611,179,49,20220225,4,91,0,Search
1612,180,78,20201211,5,76,0,Search
1613,180,3,20201213,5,70,0,Album
1614,180,42,20201203,4,191,1,Playlist
1615,180,10,20201219,4,50,0,Album
1616,180,9,20201222,5,136,0,Search
1617,180,18,20211101,4,230,1,Search
1618,180,33,20210714,1,275,1,Playlist
1619,180,28,20211002,2,118,0,Shuffle
1620,180,68,20220906,2,244,1,Album
1621,181,86,20200830,2,220,1,Playlist
1622,181,4,20201119,3,71,0,Search
1623,181,49,20200722,1,31,0,Shuffle
1624,181,25,20200617,2,111,0,Search
1625,181,19,20201224,5,185,1,Album
1626,181,51,20210205,3,281,1,Search
1627,181,90,20210208,5,132,0,Album
1628,181,15,20210821,5,170,0,Album
1629,181,66,20221031,4,217,1,Playlist
1630,182,79,20201224,3,224,1,Album
1631,182,2,20201230,3,281,1,Shuffle
1632,182,97,20201230,5,213,1,Shuffle
1633,182,81,20201216,4,78,0,Shuffle
1634,182,25,20201223,2,172,0,Playlist
1635,182,27,20210120,3,126,0,Shuffle
1636,182,8,20210902,4,268,1,Shuffle
1637,182,81,20211221,5,117,0,Playlist
1638,182,72,20220103,5,118,0,Playlist
1639,183,19,20200125,5,107,0,Playlist
1640,183,39,20200815,3,209,1,Album
1641,183,11,20200613,4,103,0,Shuffle
1642,183,92,20200227,4,270,1,Album
1643,183,57,20200630,1,268,1,Playlist
1644,183,66,20210831,2,66,0,Playlist
1645,183,81,20210730,4,159,0,Playlist
1646,183,47,20210805,2,259,1,Search
1647,183,37,20220428,4,152,0,Album
1648,184,3,20201208,5,234,1,Search
1649,184,61,20201215,3,253,1,Playlist
1650,184,20,20201018,5,85,0,Search
1651,184,16,20201225,5,290,1,Search
1652,184,95,20200928,2,110,0,Album
1653,184,34,20210703,2,156,0,Album
1654,184,94,20210102,3,78,0,Album
1655,184,44,20210515,1,36,0,Album
1656,184,62,20220102,2,125,0,Playlist
1657,185,62,20201116,1,155,0,Album
1658,185,44,20200911,1,244,1,Playlist
1659,185,41,20200915,3,194,1,Shuffle
1660,185,45,20201031,5,43,0,Playlist
1661,185,46,20201116,3,149,0,Shuffle
1662,185,15,20210601,4,278,1,Album
1663,185,59,20210207,2,140,0,Playlist
1664,185,20,20210421,1,216,1,Search
1665,185,69,20221205,5,196,1,Playlist
1666,186,26,20201221,5,124,0,Album
1667,186,85,20201227,2,245,1,Album
1668,186,88,20201227,4,171,0,Album
1669,186,22,20201217,5,88,0,Search
1670,186,33,20201225,1,32,0,Shuffle
1671,186,47,20210410,1,231,1,Shuffle
1672,186,65,20210104,2,84,0,Shuffle
1673,186,29,20210517,2,162,0,Playlist
1674,186,49,20220812,2,137,0,Playlist
1675,187,89,20201004,1,161,0,Album
1676,187,83,20201026,3,196,1,Search
1677,187,76,20201207,5,229,1,Search
1678,187,78,20200823,1,168,0,Album
1679,187,30,20201221,5,279,1,Playlist
1680,187,45,20210913,5,132,0,Album
1681,187,24,20210521,4,139,0,Playlist
1682,187,92,20210316,1,143,0,Search
1683,187,32,20220322,1,166,0,Album
1684,188,19,20201209,4,151,0,Search
1685,188,68,20201225,2,36,0,Search
1686,188,4,20201218,2,215,1,Shuffle
1687,188,92,20201205,1,53,0,Playlist
1688,188,78,20201201,3,47,0,Playlist
1689,188,19,20211010,2,275,1,Album
1690,188,82,20210418,5,271,1,Search
1691,188,58,20210311,5,238,1,Shuffle
1692,188,22,20220309,3,89,0,Shuffle
1693,189,40,20201124,1,67,0,Album
1694,189,37,20200917,4,190,1,Album
1695,189,48,20201217,2,187,1,Playlist
1696,189,62,20201011,4,212,1,Playlist
1697,189,37,20200830,1,168,0,Album
1698,189,28,20210714,3,33,0,Playlist
1699,189,57,20211111,4,253,1,Album
1700,189,15,20210728,5,80,0,Search
1701,189,100,20220506,1,78,0,Search
1702,190,89,20201218,3,251,1,Playlist
1703,190,64,20201223,4,160,0,Playlist
1704,190,57,20201220,3,205,1,Shuffle
1705,190,38,20201202,1,49,0,Album
1706,190,47,20201230,4,157,0,Search
1707,190,39,20210220,2,283,1,Playlist
1708,190,63,20210214,2,52,0,Search
1709,190,88,20210526,1,53,0,Album
1710,190,12,20220916,4,214,1,Playlist
1711,191,26,20211129,4,135,0,Search
1712,191,10,20211128,3,70,0,Search
1713,191,29,20211021,3,70,0,Album
1714,191,38,20211206,2,227,1,Shuffle
1715,191,55,20211230,3,284,1,Shuffle
1716,191,28,20220704,1,136,0,Album
1717,191,5,20220608,4,220,1,Album
1718,191,16,20220101,5,230,1,Shuffle
1719,191,51,20231110,3,96,0,Shuffle
1720,192,22,20210628,4,194,1,Search
1721,192,96,20210502,4,170,0,Playlist
1722,192,95,20211215,5,47,0,Shuffle
1723,192,83,20210506,5,53,0,Search
1724,192,66,20211122,5,232,1,Shuffle
1725,192,81,20220506,2,129,0,Album
1726,192,94,20220319,5,157,0,Shuffle
1727,192,79,20220716,3,31,0,Album
1728,192,23,20230724,1,33,0,Shuffle
1729,193,4,20210818,2,166,0,Playlist
1730,193,57,20210816,1,279,1,Search
1731,193,60,20210923,3,297,1,Shuffle
1732,193,46,20211126,1,142,0,Search
1733,193,41,20211102,1,202,1,Shuffle
1734,193,54,20221214,3,111,0,Search
1735,193,66,20220723,4,142,0,Search
1736,193,80,20220814,3,191,1,Shuffle
1737,193,43,20230406,3,56,0,Shuffle
1738,194,87,20210821,1,137,0,Album
1739,194,100,20210217,5,40,0,Album
1740,194,64,20210428,4,115,0,Album
1741,194,50,20210830,2,249,1,Album
1742,194,84,20211007,4,241,1,Album
1743,194,47,20220731,4,96,0,Album
1744,194,25,20220413,4,48,0,Album
1745,194,26,20220327,5,299,1,Playlist
1746,194,81,20230620,3,266,1,Album
1747,195,84,20211117,2,92,0,Search
1748,195,63,20211221,4,171,0,Shuffle
1749,195,1,20211122,4,233,1,Album
1750,195,11,20211214,4,33,0,Album
1751,195,3,20211202,1,141,0,Shuffle
1752,195,23,20221003,5,279,1,Album
1753,195,26,20221110,1,139,0,Shuffle
1754,195,89,20220515,1,279,1,Album
1755,195,19,20230118,2,181,1,Album
1756,196,5,20210726,5,165,0,Playlist
1757,196,30,20210904,1,36,0,Shuffle
1758,196,78,20211230,5,278,1,Search
1759,196,53,20211027,4,126,0,Search
1760,196,14,20210615,1,197,1,Search
1761,196,18,20220708,3,165,0,Search
1762,196,47,20220831,3,245,1,Shuffle
1763,196,42,20220908,3,210,1,Playlist
1764,196,94,20230722,1,269,1,Album
1765,197,49,20211106,5,257,1,Playlist
1766,197,21,20210823,5,139,0,Search
1767,197,68,20210204,2,63,0,Shuffle
1768,197,72,20211109,4,191,1,Search
1769,197,94,20210504,4,295,1,Album
1770,197,26,20220818,5,286,1,Shuffle
1771,197,80,20220128,5,200,1,Playlist
1772,197,17,20220822,3,63,0,Shuffle
1773,197,59,20230220,1,300,1,Album
1774,198,16,20211231,5,79,0,Playlist
1775,198,5,20211231,4,127,0,Playlist
1776,198,91,20211230,4,216,1,Playlist
1777,198,30,20211231,1,129,0,Album
1778,198,30,20211230,2,57,0,Shuffle
1779,198,58,20220626,5,77,0,Search
1780,198,63,20221206,5,75,0,Album
1781,198,12,20220916,5,272,1,Search
1782,198,55,20230708,4,43,0,Album
1783,199,85,20210606,1,145,0,Shuffle
1784,199,86,20210715,5,74,0,Album
1785,199,64,20210727,1,274,1,Playlist
1786,199,66,20211121,2,165,0,Album
1787,199,76,20211124,3,145,0,Shuffle
1788,199,97,20221013,3,152,0,Shuffle
1789,199,12,20220607,4,97,0,Playlist
1790,199,95,20220815,1,254,1,Playlist
1791,199,33,20231203,1,257,1,Shuffle
1792,200,56,20210915,1,122,0,Album
1793,200,20,20211016,4,216,1,Playlist
1794,200,26,20211107,1,175,0,Playlist
1795,200,24,20210820,4,211,1,Shuffle
1796,200,17,20210927,1,107,0,Shuffle
1797,200,95,20220802,3,119,0,Playlist
1798,200,7,20221103,3,267,1,Playlist
1799,200,94,20220924,4,239,1,Shuffle
1800,200,8,20230510,3,268,1,Album
1801,201,73,20210810,2,69,0,Search
1802,201,96,20210226,2,279,1,Search
1803,201,22,20210507,5,96,0,Search
1804,201,66,20211110,1,222,1,Album
1805,201,47,20211209,1,229,1,Shuffle
1806,201,6,20220824,4,203,1,Search
1807,201,87,20220324,3,79,0,Search
1808,201,8,20220219,5,246,1,Search
1809,201,66,20230511,5,209,1,Search
1810,202,57,20211117,2,154,0,Shuffle
1811,202,4,20211125,1,271,1,Playlist
1812,202,52,20211213,3,229,1,Playlist
1813,202,3,20211214,3,69,0,Album
1814,202,5,20211206,2,54,0,Search
1815,202,82,20220608,5,135,0,Playlist
1816,202,6,20220427,4,223,1,Album
1817,202,28,20221015,2,82,0,Shuffle
1818,202,7,20230129,3,168,0,Shuffle
1819,203,56,20211215,4,119,0,Playlist
1820,203,39,20211217,4,30,0,Search
1821,203,38,20211217,1,217,1,Playlist
1822,203,73,20211221,2,145,0,Shuffle
1823,203,49,20211127,5,111,0,Search
1824,203,43,20220121,4,75,0,Shuffle
1825,203,61,20220803,1,32,0,Album
1826,203,80,20220403,1,43,0,Playlist
1827,203,79,20230831,5,299,1,Shuffle
1828,204,90,20210624,2,49,0,Playlist
1829,204,60,20210125,1,219,1,Playlist
1830,204,6,20211121,5,46,0,Album
1831,204,11,20210821,2,285,1,Search
1832,204,17,20210415,2,177,0,Album
1833,204,28,20221208,5,87,0,Playlist
1834,204,82,20221212,4,272,1,Shuffle
1835,204,42,20220325,3,32,0,Playlist
1836,204,1,20230217,2,70,0,Search
1837,205,35,20210929,4,243,1,Shuffle
1838,205,42,20210905,5,271,1,Search
1839,205,1,20211015,5,286,1,Playlist
1840,205,5,20211110,1,244,1,Shuffle
1841,205,22,20210910,3,260,1,Playlist
1842,205,86,20221204,3,161,0,Shuffle
1843,205,51,20220402,1,62,0,Playlist
1844,205,87,20220813,1,96,0,Album
1845,205,86,20231130,1,245,1,Playlist
1846,206,16,20211231,2,42,0,Search
1847,206,10,20211223,2,120,0,Playlist
1848,206,60,20211105,5,113,0,Search
1849,206,67,20211222,4,77,0,Playlist
1850,206,66,20211103,3,294,1,Shuffle
1851,206,18,20220912,4,201,1,Album
1852,206,75,20220213,4,203,1,Album
1853,206,31,20220222,3,134,0,Search
1854,206,65,20230311,3,173,0,Playlist
1855,207,35,20211123,5,263,1,Search
1856,207,20,20210802,5,156,0,Shuffle
1857,207,29,20210429,1,236,1,Shuffle
1858,207,22,20210604,3,142,0,Shuffle
1859,207,61,20210301,4,245,1,Album
1860,207,80,20220220,4,81,0,Search
1861,207,43,20220524,1,102,0,Search
1862,207,69,20221028,2,213,1,Search
1863,207,83,20230712,4,187,1,Search
1864,208,47,20210316,5,162,0,Album
1865,208,55,20210817,1,179,0,Playlist
1866,208,7,20210530,4,61,0,Shuffle
1867,208,51,20210617,4,91,0,Search
1868,208,12,20210223,5,253,1,Search
1869,208,7,20221218,1,154,0,Playlist
1870,208,87,20221024,4,282,1,Search
1871,208,69,20220621,3,128,0,Album
1872,208,86,20230427,4,201,1,Album
1873,209,79,20211214,3,139,0,Shuffle
1874,209,19,20210823,2,70,0,Playlist
1875,209,7,20210714,4,148,0,Shuffle
1876,209,75,20210818,4,93,0,Playlist
1877,209,10,20211125,2,233,1,Shuffle
1878,209,27,20220123,4,52,0,Shuffle
1879,209,59,20220129,1,189,1,Search
1880,209,16,20220206,3,146,0,Album
1881,209,35,20230927,5,52,0,Shuffle
1882,210,35,20211209,3,104,0,Search
1883,210,28,20211112,5,100,0,Search
1884,210,99,20211009,1,223,1,Search
1885,210,32,20211007,3,288,1,Search
1886,210,100,20211006,5,114,0,Playlist
1887,210,84,20221214,2,85,0,Playlist
1888,210,76,20221208,3,136,0,Album
1889,210,3,20220606,4,131,0,Playlist
1890,210,68,20230531,5,252,1,Album
1891,211,90,20211216,2,165,0,Album
1892,211,46,20211228,2,211,1,Search
1893,211,70,20211111,2,151,0,Search
1894,211,40,20211030,2,84,0,Shuffle
1895,211,50,20211116,2,173,0,Shuffle
1896,211,6,20221120,1,173,0,Playlist
1897,211,80,20221116,3,162,0,Album
1898,211,54,20220918,3,132,0,Playlist
1899,211,36,20230102,1,114,0,Search
1900,212,1,20210317,2,180,1,Playlist
1901,212,8,20210510,1,188,1,Playlist
1902,212,50,20210731,4,274,1,Playlist
1903,212,94,20210817,5,258,1,Search
1904,212,31,20210920,4,89,0,Playlist
1905,212,89,20220828,3,224,1,Playlist
1906,212,46,20221019,3,234,1,Shuffle
1907,212,18,20221111,3,165,0,Search
1908,212,44,20230801,1,155,0,Shuffle
1909,213,28,20210924,4,192,1,Search
1910,213,17,20211206,4,144,0,Search
1911,213,4,20211112,1,300,1,Search
1912,213,90,20211210,2,94,0,Album
1913,213,55,20211005,4,174,0,Playlist
1914,213,15,20220612,2,71,0,Shuffle
1915,213,12,20220609,2,79,0,Shuffle
1916,213,93,20221225,2,153,0,Album
1917,213,61,20231129,1,232,1,Search
1918,214,33,20210923,2,263,1,Album
1919,214,32,20211004,4,264,1,Search
1920,214,20,20211109,4,170,0,Search
1921,214,4,20211116,4,253,1,Shuffle
1922,214,91,20211227,3,71,0,Album
1923,214,34,20220315,4,217,1,Shuffle
1924,214,79,20220813,2,75,0,Search
1925,214,64,20220224,2,232,1,Album
1926,214,81,20231208,2,30,0,Shuffle
1927,215,53,20211015,1,73,0,Shuffle
1928,215,33,20211216,1,44,0,Search
1929,215,27,20211225,3,114,0,Shuffle
1930,215,47,20211025,1,272,1,Search
1931,215,42,20211015,3,90,0,Search
1932,215,9,20220506,2,145,0,Search
1933,215,12,20220515,3,133,0,Shuffle
1934,215,73,20220111,3,233,1,Album
1935,215,92,20230901,3,164,0,Shuffle
1936,216,22,20211205,1,35,0,Playlist
1937,216,27,20211117,2,92,0,Album
1938,216,10,20211116,5,79,0,Album
1939,216,58,20211206,4,294,1,Search
1940,216,74,20211208,5,100,0,Album
1941,216,28,20220116,5,111,0,Search
1942,216,20,20220515,3,150,0,Search
1943,216,35,20220905,2,154,0,Album
1944,216,24,20230309,1,236,1,Shuffle
1945,217,13,20211217,2,230,1,Shuffle
1946,217,12,20211130,3,218,1,Playlist
1947,217,2,20211229,1,176,0,Search
1948,217,33,20211228,4,83,0,Shuffle
1949,217,90,20211108,2,151,0,Playlist
1950,217,2,20221203,2,94,0,Album
1951,217,74,20220112,5,171,0,Album
1952,217,1,20220407,4,108,0,Shuffle
1953,217,16,20230812,2,78,0,Search
1954,218,63,20211218,3,56,0,Shuffle
1955,218,87,20211204,1,185,1,Shuffle
1956,218,70,20211004,5,169,0,Shuffle
1957,218,6,20211109,4,253,1,Album
1958,218,67,20211226,2,103,0,Search
1959,218,32,20220925,2,239,1,Album
1960,218,76,20220423,1,240,1,Playlist
1961,218,15,20221108,4,274,1,Playlist
1962,218,20,20230923,5,252,1,Shuffle
1963,219,28,20211230,1,269,1,Shuffle
1964,219,52,20211212,5,82,0,Shuffle
1965,219,79,20211212,5,298,1,Playlist
1966,219,3,20211222,5,238,1,Playlist
1967,219,18,20211216,1,31,0,Search
1968,219,37,20220815,4,117,0,Album
1969,219,4,20220513,3,259,1,Search
1970,219,63,20220312,4,271,1,Search
1971,219,27,20230605,4,99,0,Playlist
1972,220,92,20211214,4,236,1,Search
1973,220,73,20211206,5,62,0,Search
1974,220,47,20211127,5,264,1,Search
1975,220,83,20211110,1,79,0,Search
1976,220,96,20211122,2,39,0,Playlist
1977,220,19,20220111,4,246,1,Shuffle
1978,220,76,20221117,5,216,1,Search
1979,220,99,20221101,2,288,1,Shuffle
1980,220,32,20230902,5,132,0,Album
1981,221,2,20211121,2,47,0,Playlist
1982,221,73,20210614,2,54,0,Playlist
1983,221,16,20210925,3,218,1,Album
1984,221,38,20210922,1,229,1,Shuffle
1985,221,51,20210603,2,99,0,Playlist
1986,221,21,20220127,4,216,1,Playlist
1987,221,64,20220627,5,284,1,Search
1988,221,29,20220604,3,250,1,Album
1989,221,9,20230207,5,265,1,Album
1990,222,20,20210924,3,256,1,Album
1991,222,79,20210627,1,85,0,Shuffle
1992,222,3,20210727,4,209,1,Search
1993,222,93,20211121,3,293,1,Album
1994,222,91,20210824,4,185,1,Album
1995,222,92,20220908,5,157,0,Search
1996,222,83,20220608,4,223,1,Playlist
1997,222,52,20220807,1,180,1,Search
1998,222,27,20230506,1,235,1,Shuffle
1999,223,19,20210914,3,263,1,Playlist
2000,223,96,20210725,4,33,0,Album
2001,223,40,20211007,4,221,1,Search
2002,223,64,20210619,5,154,0,Search
2003,223,12,20210602,2,96,0,Search
2004,223,92,20221229,5,41,0,Shuffle
2005,223,88,20220912,4,120,0,Search
2006,223,23,20220106,4,53,0,Shuffle
2007,223,13,20230430,3,247,1,Playlist
2008,224,97,20210909,1,109,0,Playlist
2009,224,76,20210718,1,243,1,Album
2010,224,81,20211112,5,218,1,Playlist
2011,224,33,20210804,4,93,0,Search
2012,224,72,20211211,2,70,0,Shuffle
2013,224,15,20220828,4,56,0,Playlist
2014,224,60,20220217,1,100,0,Shuffle
2015,224,37,20220808,2,161,0,Playlist
